sample_id,label,stage,status,max_abs_diff,mean_abs_diff,cosine_similarity
sample_0038,silence,log,PASS,8.106231689453125e-06,1.4711525245099374e-07,0.9999999999999979
sample_0038,silence,normalize,PASS,1.6689300537109375e-06,3.0143499964534646e-08,0.9999999999999999
sample_0039,silence,fft,PASS,1.1920928955078125e-07,3.6151433040789775e-09,0.9999999999999867
sample_0039,silence,mel,PASS,1.1920928955078125e-07,7.178645057930487e-09,0.9999999999999919
sample_0039,silence,log,PASS,4.76837158203125e-06,1.4050695399689202e-07,0.9999999999999974
sample_0039,silence,normalize,PASS,1.0132789611816406e-06,2.8799969177361172e-08,0.9999999999999977
sample_0040,silence,fft,PASS,0.00146484375,1.5860286381969371e-06,0.9999999999999926
sample_0040,silence,mel,PASS,0.000244140625,1.8174483413153356e-06,0.9999999999999909
sample_0040,silence,log,PASS,4.172325134277344e-06,1.7300008399651784e-07,0.9999999999999902
sample_0040,silence,normalize,PASS,9.5367431640625e-07,3.610949705142786e-08,0.9999999999999984
sample_0041,silence,fft,PASS,2.288818359375e-05,1.5667715961177156e-06,0.9999999999999818
sample_0041,silence,mel,PASS,3.0517578125e-05,2.6676132998401577e-06,0.999999999999995
sample_0041,silence,log,PASS,1.0013580322265625e-05,1.4704905744552115e-07,0.9999999999999963
sample_0041,silence,normalize,PASS,2.0563602447509766e-06,3.062760328302289e-08,0.9999999999999996
sample_0042,silence,fft,PASS,5.7220458984375e-06,5.115398356401467e-07,0.9999999999999808
sample_0042,silence,mel,PASS,1.1444091796875e-05,8.805133964613399e-07,0.9999999999999942
sample_0042,silence,log,PASS,5.626678466796875e-05,1.593291719725337e-07,0.9999999999999307
sample_0042,silence,normalize,PASS,1.1682510375976562e-05,3.295187552524085e-08,0.999999999999996
sample_0043,unknown,fft,PASS,0.0001220703125,1.6941729508078897e-07,0.999999999999996
sample_0043,unknown,mel,PASS,0.0001220703125,4.6582687212092694e-07,0.9999999999999967
sample_0043,unknown,log,PASS,0.000148773193359375,2.8689758950673818e-06,0.9999999999994469
sample_0043,unknown,normalize,PASS,3.0875205993652344e-05,5.952237388825806e-07,0.9999999999984971
sample_0044,unknown,fft,PASS,1.9073486328125e-06,4.962912736004299e-09,0.99999999999999
sample_0044,unknown,mel,PASS,1.9073486328125e-06,1.1097962896301814e-08,0.9999999999999953
sample_0044,unknown,log,PASS,2.47955322265625e-05,3.8748148293925986e-07,0.9999999999999907
sample_0044,unknown,normalize,PASS,5.125999450683594e-06,8.082537137267023e-08,0.9999999999999416
sample_0045,unknown,fft,PASS,3.0517578125e-05,4.8479963342248976e-08,0.9999999999999952
sample_0045,unknown,mel,PASS,3.0517578125e-05,1.288692574434825e-07,0.9999999999999954
sample_0045,unknown,log,PASS,0.00011730194091796875,8.196956613492958e-07,0.9999999999999417
sample_0045,unknown,normalize,PASS,2.4378299713134766e-05,1.7031467541894224e-07,0.9999999999996959
sample_0046,unknown,fft,PASS,0.0001220703125,6.963315253601556e-08,0.999999999999993
sample_0046,unknown,mel,PASS,0.0001220703125,1.6887861807161333e-07,0.9999999999999947
sample_0046,unknown,log,PASS,0.00037384033203125,2.033336665527434e-06,0.9999999999990361
